,geometry,LATITUDE,LONGITUDE,CURRENT_SIZE,FIRE_NUMBER,FIRE_YEAR,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_CENTRE
499,POINT (-126.43602036717981 59.96300541134645),59.963,-126.436,38188.0,G90034,1982,1982-06-23 20:00:00,1982-09-28 14:59:00,Lightning,Prince George Fire Centre
500,POINT (-130.33001967440634 57.677004828911194),57.677,-130.33,7947.0,R90023,1982,1982-06-25 23:30:00,1982-08-05 01:35:00,Lightning,Northwest Fire Centre
501,POINT (-127.8650204709808 59.75300519546101),59.753,-127.86500000000001,15022.0,R90026,1982,1982-06-26 00:30:00,1982-06-26 04:59:00,Lightning,Northwest Fire Centre
502,POINT (-120.06601795544012 57.655006298466),57.655,-120.066,4120.0,G80040,1982,1982-06-27 23:00:00,1982-07-10 22:06:00,Lightning,Prince George Fire Centre
503,POINT (-129.74202037405644 59.11100491270524),59.111000000000004,-129.74200000000002,1204.0,R90031,1982,1982-06-30 22:00:00,1982-07-06 01:00:00,Person,Northwest Fire Centre
504,POINT (-124.22801988197014 59.78900573994628),59.789,-124.22800000000001,8701.4,G90053,1982,1982-07-01 22:40:00,1982-08-01 17:03:00,Lightning,Prince George Fire Centre
505,POINT (-120.9920193493289 59.94800621690801),59.948,-120.992,4707.0,G90066,1982,1982-07-09 00:00:00,1982-07-09 19:18:00,Lightning,Prince George Fire Centre
506,POINT (-126.1570203254592 59.97000545295483),59.97,-126.15700000000001,1456.0,G90080,1982,1982-07-10 22:30:00,1982-09-28 15:06:00,Lightning,Prince George Fire Centre
507,POINT (-132.28002105573185 59.70500451935931),59.705000000000005,-132.28,1473.0,R90038,1982,1982-07-25 22:30:00,1982-07-26 00:18:00,Lightning,Northwest Fire Centre
508,POINT (-120.12101806536876 57.86100629654107),57.861000000000004,-120.12100000000001,6616.0,G80062,1982,1982-07-27 00:15:00,1982-08-08 23:26:00,Lightning,Prince George Fire Centre
509,POINT (-120.01201810125795 57.97700631505723),57.977000000000004,-120.012,1920.0,G80070,1982,1982-07-27 00:15:00,1982-08-01 23:08:00,Lightning,Prince George Fire Centre
510,POINT (-129.7140203487676 59.07500491728584),59.075,-129.714,9631.4,R90039,1982,1982-07-28 19:30:00,1982-08-23 02:00:00,Person,Northwest Fire Centre
511,POINT (-128.45002067489096 59.941005105483775),59.941,-128.45,1200.0,R90041,1982,1982-07-29 21:45:00,1982-08-03 21:09:00,Person,Northwest Fire Centre
512,POINT (-122.38601504836183 48.20500564100537),48.205000000000005,-122.38600000000001,2658.1,G70006,1983,1983-05-24 23:00:00,1983-06-02 02:00:00,Person,Prince George Fire Centre
513,POINT (-123.79801888037798 58.09700578313605),58.097,-123.798,6819.0,G90013,1983,1983-05-26 15:00:00,1983-05-29 15:06:00,Person,Prince George Fire Centre
514,POINT (-124.951019217545 58.36100562022895),58.361000000000004,-124.95100000000001,2458.0,G90015,1983,1983-05-26 19:00:00,1983-06-25 15:59:00,Person,Prince George Fire Centre
515,POINT (-124.43701922322347 58.53900569726074),58.539,-124.43700000000001,2145.0,G90014,1983,1983-05-26 21:00:00,1983-06-02 22:00:00,Person,Prince George Fire Centre
516,POINT (-123.88401880140954 57.91200576789512),57.912000000000006,-123.884,3443.0,G90012,1983,1983-05-27 17:00:00,1983-05-29 15:18:00,Person,Prince George Fire Centre
517,POINT (-124.81601879433926 57.575005629742776),57.575,-124.816,8242.0,G60009,1983,1983-05-28 20:00:00,1983-05-30 00:24:00,Person,Prince George Fire Centre
518,POINT (-120.86301731015409 55.883006140279775),55.883,-120.863,1062.0,G70013,1983,1983-05-28 23:30:00,1983-06-01 01:36:00,Person,Prince George Fire Centre
519,POINT (-124.18701914191503 58.47000573223705),58.47,-124.18700000000001,1131.0,G90022,1983,1983-05-29 18:00:00,1983-05-30 20:00:00,Person,Prince George Fire Centre
520,POINT (-124.38201913952683 58.39800570322446),58.398,-124.382,1468.0,G90023,1983,1983-05-29 18:30:00,1983-05-30 21:06:00,Person,Prince George Fire Centre
521,POINT (-124.29801918381841 58.51000571707784),58.51,-124.298,1106.0,G90025,1983,1983-05-29 19:15:00,1983-05-30 21:21:00,Person,Prince George Fire Centre
522,POINT (-123.53301672693622 53.177005705909735),53.177,-123.533,2432.6,C10024,1983,1983-05-29 20:00:00,1983-06-04 20:36:00,Person,Cariboo Fire Centre
523,POINT (-126.6420175865768 54.177005321352055),54.177,-126.64200000000001,18208.0,R20011,1983,1983-05-29 21:23:00,1983-06-05 05:10:00,Person,Northwest Fire Centre
524,POINT (-122.29401806301685 56.97700597401595),56.977000000000004,-122.29400000000001,8728.0,G80004,1983,1983-05-30 19:00:00,1983-06-04 16:58:00,Person,Prince George Fire Centre
525,POINT (-125.95001996392307 59.412005481580785),59.412000000000006,-125.95,1034.0,G90002,1984,1984-04-20 22:00:00,1984-05-03 22:05:00,Person,Prince George Fire Centre
526,POINT (-123.86502003671977 60.165005797686185),60.165000000000006,-123.86500000000001,5956.0,G90012,1984,1984-05-26 23:00:00,1984-06-17 18:06:00,Lightning,Prince George Fire Centre
527,POINT (-120.56501495427946 49.02500588879578),49.025000000000006,-120.56500000000001,2228.1,K60029,1984,1984-07-15 20:00:00,1984-07-20 16:58:00,Person,Kamloops Fire Centre
528,POINT (-121.26501692561732 54.760006051890535),54.76,-121.265,1096.0,G70020,1984,1984-07-27 07:00:00,1984-08-09 15:00:00,Lightning,Prince George Fire Centre
529,POINT (-127.58702008058579 59.155005237006314),59.155,-127.587,14370.0,R90003,1985,1985-05-17 01:00:00,1985-05-31 03:05:00,Person,Northwest Fire Centre
530,POINT (-121.2430174177277 55.97000609178782),55.97,-121.24300000000001,2078.0,G70006,1985,1985-05-17 19:00:00,1985-06-07 01:12:00,Person,Prince George Fire Centre
531,POINT (-127.3400198903426 58.8830052728176),58.883,-127.34,28061.0,R90007,1985,1985-05-17 19:00:00,1985-07-02 22:59:00,Person,Northwest Fire Centre
532,POINT (-125.08401835824395 56.56800557673849),56.568000000000005,-125.084,1636.2,G60001,1985,1985-05-19 17:00:00,1985-05-23 17:59:00,Person,Prince George Fire Centre
533,POINT (-120.6780172968778 55.93400616640533),55.934000000000005,-120.67800000000001,1295.0,G70011,1985,1985-05-19 17:00:00,1985-06-10 01:29:00,Person,Prince George Fire Centre
534,POINT (-125.12901977798342 59.333005603176694),59.333000000000006,-125.129,2481.3,G90015,1985,1985-05-21 18:35:00,1985-07-01 16:05:00,Person,Prince George Fire Centre
535,POINT (-125.62901991406005 59.419005529427224),59.419000000000004,-125.629,18884.5,G90019,1985,1985-05-21 19:00:00,1985-06-21 01:05:00,Person,Prince George Fire Centre
536,POINT (-125.0620193961396 58.662005606936134),58.662000000000006,-125.06200000000001,2773.6,G90048,1985,1985-06-11 20:10:00,1985-06-20 16:04:00,Person,Prince George Fire Centre
537,POINT (-125.37901974614681 59.19800556512194),59.198,-125.379,38028.102,G90049,1985,1985-06-13 02:20:00,1985-06-21 14:55:00,Person,Prince George Fire Centre
538,POINT (-125.37901974614681 59.19800556512194),59.198,-125.379,38028.102,G90051,1985,1985-06-13 02:20:00,1985-06-21 14:55:00,Person,Prince George Fire Centre
539,POINT (-125.37901974614681 59.19800556512194),59.198,-125.379,38028.102,G90050,1985,1985-06-13 02:20:00,1985-06-21 14:55:00,Person,Prince George Fire Centre
540,POINT (-125.68701935775567 58.39000551341764),58.39,-125.68700000000001,6522.900000000001,G90055,1985,1985-06-16 19:00:00,1985-07-01 15:00:00,Person,Prince George Fire Centre
541,POINT (-126.57501679560018 52.01800528361238),52.018,-126.575,1127.0,VA0003,1985,1985-06-19 19:00:00,1985-06-19 19:36:00,Person,Costal Fire Centre
542,POINT (-115.95901444114365 50.31800648554423),50.318000000000005,-115.959,1251.0,N20023,1985,1985-06-29 07:00:00,1985-07-05 03:06:00,Person,Southeast Fire Centre
543,POINT (-116.19901432414159 49.70500641897597),49.705000000000005,-116.19900000000001,2233.0,N10067,1985,1985-06-30 02:00:00,1985-07-30 18:59:00,Lightning,Southeast Fire Centre
544,POINT (-115.59501428604915 50.01800650609444),50.018,-115.595,16676.0,N20027,1985,1985-06-30 05:00:00,1985-08-03 01:04:00,Lightning,Southeast Fire Centre
545,POINT (-116.79901469799827 50.64000640938366),50.64,-116.799,2355.0,N70023,1985,1985-06-30 10:30:00,1985-07-21 02:05:00,Lightning,Southeast Fire Centre
546,POINT (-121.46901649921506 53.525005982337895),53.525000000000006,-121.46900000000001,3652.0,G20070,1985,1985-06-30 23:00:00,1985-08-04 04:59:00,Lightning,Prince George Fire Centre
547,POINT (-115.34501424322883 50.04600653589054),50.046,-115.345,2845.0,N20035,1985,1985-07-02 08:00:00,1985-07-17 01:06:00,Lightning,Southeast Fire Centre
548,POINT (-116.93601457146941 50.090006360592156),50.09,-116.936,1485.0,N70028,1985,1985-07-03 17:30:00,1985-08-07 12:59:00,Person,Southeast Fire Centre
549,POINT (-121.24301663306491 54.003006028478744),54.003,-121.24300000000001,1231.0,G20064,1985,1985-07-04 16:30:00,1985-07-22 01:06:00,Lightning,Prince George Fire Centre
550,POINT (-115.97101437934616 50.08300646862581),50.083000000000006,-115.971,11194.0,N20039,1985,1985-07-04 17:30:00,1985-07-04 20:17:00,Person,Southeast Fire Centre
551,POINT (-121.59501651806697 53.518005966427175),53.518,-121.595,6332.0,G20069,1985,1985-07-04 20:30:00,1985-08-04 01:05:00,Unknown,Prince George Fire Centre
552,POINT (-117.96001471670724 49.89800623313592),49.898,-117.96000000000001,1320.0,N50099,1985,1985-07-10 00:30:00,1985-07-25 23:11:00,Lightning,Southeast Fire Centre
553,POINT (-115.32201432844629 50.376006560204154),50.376000000000005,-115.322,3153.9,N20062,1985,1985-07-10 08:00:00,1985-08-01 00:59:00,Lightning,Southeast Fire Centre
554,POINT (-122.35001757169464 55.85400593892901),55.854,-122.35000000000001,8013.6,G70048,1985,1985-07-10 10:00:00,1985-08-04 01:05:00,Lightning,Prince George Fire Centre
555,POINT (-120.12301594356518 52.62600611650816),52.626000000000005,-120.123,2150.0,K10035,1985,1985-07-16 05:00:00,1985-08-03 01:04:00,Lightning,Kamloops Fire Centre
556,POINT (-118.96001470811537 49.16900607778108),49.169000000000004,-118.96000000000001,3557.0,N60021,1985,1985-07-16 22:00:00,1985-08-01 22:06:00,Lightning,Southeast Fire Centre
557,POINT (-118.23301462637752 49.36900617051858),49.369,-118.233,1360.0,N50187,1985,1985-07-17 02:00:00,1985-08-04 21:59:00,Lightning,Southeast Fire Centre
558,POINT (-121.52101534245726 49.85400582121912),49.854,-121.521,3336.0,V10042,1985,1985-07-17 02:40:00,1985-08-18 19:04:00,Lightning,Costal Fire Centre
559,POINT (-122.04301538025724 49.677005752434916),49.677,-122.043,1703.0,V10036,1985,1985-07-17 04:00:00,1985-08-04 22:59:00,Lightning,Costal Fire Centre
560,POINT (-121.6690164955371 53.41900595264584),53.419000000000004,-121.66900000000001,2399.3,G20098,1985,1985-07-30 19:35:00,1985-08-05 22:58:00,Lightning,Prince George Fire Centre
561,POINT (-124.19501664642998 52.64000560426116),52.64,-124.19500000000001,2152.0,C50134,1985,1985-07-31 03:30:00,1985-08-03 11:48:00,Lightning,Cariboo Fire Centre
562,POINT (-119.43601503650497 50.06800607364734),50.068000000000005,-119.436,1670.0,K40136,1985,1985-08-30 22:05:00,1985-08-30 22:53:00,Person,Kamloops Fire Centre
563,POINT (-124.36801943859332 58.963005711323085),58.963,-124.36800000000001,2803.0,G90013,1986,1986-06-07 21:30:00,1986-06-16 15:05:00,Lightning,Prince George Fire Centre
564,POINT (-126.24001704020705 52.86900534730836),52.869,-126.24000000000001,1600.0,VA0006,1986,1986-08-01 07:00:00,1986-11-20 17:05:00,Lightning,Costal Fire Centre
565,POINT (-121.18601570838045 51.30400592802709),51.304,-121.186,1361.1000000000001,C40017,1987,1987-04-27 19:30:00,1987-04-29 18:44:00,Person,Cariboo Fire Centre
566,POINT (-119.60301487291359 49.35700601584784),49.357,-119.60300000000001,1908.0,K50053,1987,1987-06-28 22:00:00,1987-07-05 16:59:00,Person,Kamloops Fire Centre
567,POINT (-124.12801701123938 53.68800564377186),53.688,-124.128,1195.0,G40014,1987,1987-07-01 22:40:00,1987-07-05 20:00:00,Lightning,Prince George Fire Centre
568,POINT (-123.98501690796802 53.47300565609597),53.473000000000006,-123.985,1141.0,G10018,1987,1987-07-01 23:30:00,1987-07-15 16:00:00,Lightning,Prince George Fire Centre
569,POINT (-124.82901631540182 51.339005482935306),51.339000000000006,-124.82900000000001,2286.4,C50106,1987,1987-07-22 23:18:00,1987-07-23 17:03:00,Lightning,Cariboo Fire Centre
570,POINT (-120.69301671664259 54.49100611701676),54.491,-120.69300000000001,7982.0,G70033,1987,1987-09-22 18:30:00,1987-10-15 23:00:00,Person,Prince George Fire Centre
571,POINT (-120.66301671412054 54.50000612096212),54.5,-120.66300000000001,1305.0,G70006,1988,1988-07-15 15:00:00,1988-07-23 22:59:00,Person,Prince George Fire Centre
572,POINT (-120.90601701926667 55.16100611165953),55.161,-120.906,1280.0,G70021,1988,1988-09-28 19:00:00,1988-10-09 16:59:00,Person,Prince George Fire Centre
573,POINT (-121.33701728980346 55.62500606902276),55.625,-121.337,1040.0,G70005,1989,1989-04-27 03:00:00,1989-05-07 17:00:00,Person,Prince George Fire Centre
574,POINT (-125.93201950809872 58.59800547968718),58.598000000000006,-125.932,1632.0,G90014,1989,1989-05-23 07:00:00,1989-06-04 00:19:00,Person,Prince George Fire Centre
575,POINT (-123.38501812509081 56.688005816052694),56.688,-123.385,3870.0,G80032,1989,1989-06-03 21:00:00,1989-06-06 20:59:00,Person,Prince George Fire Centre
576,POINT (-128.24701992517552 58.69600513808206),58.696000000000005,-128.247,3338.0,R90008,1989,1989-06-17 23:00:00,1989-10-12 20:00:00,Lightning,Northwest Fire Centre
577,POINT (-131.98401980987637 57.53600458529455),57.536,-131.984,1228.0,R90046,1989,1989-07-26 23:00:00,1989-08-18 00:59:00,Lightning,Northwest Fire Centre
578,POINT (-132.1260208086156 59.32100454727364),59.321000000000005,-132.126,3072.0,R90010,1990,1990-07-22 20:00:00,1990-07-23 05:00:00,Lightning,Northwest Fire Centre
579,POINT (-123.35301585442345 50.589005636193924),50.589000000000006,-123.35300000000001,1444.0,V30017,1990,1990-07-23 21:00:00,1990-10-15 16:59:00,Lightning,Costal Fire Centre
580,POINT (-127.11401966424383 58.53600530545582),58.536,-127.114,1070.0,R90013,1990,1990-07-23 23:00:00,1990-07-30 02:28:00,Lightning,Northwest Fire Centre
581,POINT (-126.4400194303707 58.2950054027802),58.295,-126.44,4665.0,G60011,1990,1990-07-24 17:00:00,1990-10-15 06:59:00,Lightning,Prince George Fire Centre
582,POINT (-120.46301873925539 59.04500627611033),59.045,-120.46300000000001,12213.4,G90028,1990,1990-07-31 17:00:00,1990-10-05 18:58:00,Lightning,Prince George Fire Centre
583,POINT (-125.65601648319182 51.47300538488226),51.473,-125.656,1255.0,V90011,1990,1990-08-08 11:00:00,1990-08-12 01:04:00,Lightning,Costal Fire Centre
584,POINT (-126.38101670164797 51.821005302918635),51.821000000000005,-126.381,1500.0,VA0039,1990,1990-08-12 02:00:00,1990-09-02 04:00:00,Lightning,Costal Fire Centre
585,POINT (-126.66801675763537 51.86600526793899),51.866,-126.668,1000.0,VA0035,1990,1990-08-12 12:00:00,1990-08-12 16:27:00,Lightning,Costal Fire Centre
586,POINT (-121.3020170067761 54.94600605260395),54.946000000000005,-121.302,1424.0,G70057,1990,1990-08-16 23:00:00,1990-10-02 17:00:00,Lightning,Prince George Fire Centre
587,POINT (-123.83101891372658 58.15200577878639),58.152,-123.831,3451.9,G90066,1990,1990-09-19 01:00:00,1990-09-20 15:59:00,Person,Prince George Fire Centre
588,POINT (-123.63001885594363 58.10700580730266),58.107,-123.63000000000001,2131.0,G90071,1990,1990-09-22 22:00:00,1990-09-23 19:26:00,Person,Prince George Fire Centre
589,POINT (-123.25901874278084 58.0180058584964),58.018,-123.259,1107.7,G90072,1990,1990-09-23 00:00:00,1990-09-24 17:31:00,Person,Prince George Fire Centre
590,POINT (-121.57201801822332 57.1700060780304),57.17,-121.572,24080.0,G80022,1990,1990-09-23 01:00:00,1990-09-23 01:00:00,Person,Prince George Fire Centre
591,POINT (-122.16401774188176 56.321005976412245),56.321000000000005,-122.164,1075.0,G80002,1991,1991-02-17 22:00:00,1991-04-24 22:30:00,Unknown,Prince George Fire Centre
592,POINT (-121.2540181136834 57.50000613009623),57.5,-121.254,1780.0,G80013,1991,1991-05-30 20:45:00,1991-06-03 15:00:00,Lightning,Prince George Fire Centre
593,POINT (-126.46101933962963 58.1160053980831),58.116,-126.46100000000001,2500.0,G60011,1991,1991-06-21 01:30:00,1991-06-21 18:04:00,Lightning,Prince George Fire Centre
594,POINT (-122.91901809518124 56.80400588314126),56.804,-122.91900000000001,5165.0,G80035,1991,1991-08-14 21:00:00,1991-08-23 02:59:00,Lightning,Prince George Fire Centre
595,POINT (-123.10001794094495 56.39300584953854),56.393,-123.10000000000001,2132.4,G60039,1991,1991-08-15 01:00:00,1991-08-27 00:57:00,Lightning,Prince George Fire Centre
596,POINT (-125.70401991133721 59.39300551870822),59.393,-125.70400000000001,1650.0,G90010,1992,1992-05-22 15:00:00,1992-06-22 15:00:00,Person,Prince George Fire Centre
597,POINT (-125.45801982407134 59.31300555419029),59.313,-125.45800000000001,4130.0,G90012,1992,1992-05-22 19:00:00,1992-08-28 19:00:00,Person,Prince George Fire Centre
598,POINT (-122.63901672930287 53.5980058347689),53.598000000000006,-122.63900000000001,1491.9,G10023,1992,1992-06-28 20:00:00,1992-07-07 16:59:00,Unknown,Prince George Fire Centre
599,POINT (-122.13401679693737 54.018005913631065),54.018,-122.134,2018.0,G10029,1992,1992-06-29 19:15:00,1992-07-06 23:00:00,Person,Prince George Fire Centre
600,POINT (-129.27801965880306 57.920004984333865),57.92,-129.27800000000002,5177.5,R90020,1992,1992-07-02 01:50:00,1992-10-06 22:58:00,Lightning,Northwest Fire Centre
601,POINT (-132.89502100075944 59.49100442706813),59.491,-132.895,1495.0,R90017,1992,1992-07-03 17:00:00,1992-07-04 00:44:00,Lightning,Northwest Fire Centre
602,POINT (-127.8620200868801 59.08900519550069),59.089000000000006,-127.86200000000001,2574.8,R90026,1992,1992-07-23 22:00:00,1992-07-31 00:56:00,Lightning,Northwest Fire Centre
603,POINT (-120.53301531856486 50.375005962678614),50.375,-120.533,1755.7,K20062,1994,1994-07-24 12:16:00,1994-08-03 20:59:00,Lightning,Kamloops Fire Centre
604,POINT (-120.3260191181976 59.78400631022527),59.784000000000006,-120.32600000000001,3000.0,G90040,1994,1994-07-27 02:00:00,1994-07-27 23:34:00,Lightning,Prince George Fire Centre
605,POINT (-121.85001566989953 50.8000058260237),50.800000000000004,-121.85000000000001,1515.0,K70044,1994,1994-08-01 22:00:00,1994-08-03 14:59:00,Person,Kamloops Fire Centre
606,POINT (-114.3670137738232 49.00000656988632),49.0,-114.367,1403.5,N10138,1994,1994-08-13 00:00:00,1994-09-09 23:34:00,Lightning,Southeast Fire Centre
607,POINT (-115.91701419256644 49.41700643051367),49.417,-115.917,1066.0,N10095,1994,1994-08-15 06:00:00,1994-08-20 15:20:00,Lightning,Southeast Fire Centre
608,POINT (-121.13301777915638 56.83300613039208),56.833000000000006,-121.13300000000001,1000.0,G80053,1995,1995-05-07 17:00:00,1995-05-09 17:00:00,Unknown,Prince George Fire Centre
609,POINT (-125.60001881319734 57.35000551517886),57.35,-125.60000000000001,12428.0,G60107,1995,1995-05-27 21:00:00,1995-06-04 20:59:00,Person,Prince George Fire Centre
610,POINT (-124.28501682118147 53.09800560646805),53.098000000000006,-124.28500000000001,2293.3,C10125,1995,1995-05-28 18:15:00,1995-06-05 02:59:00,Person,Cariboo Fire Centre
611,POINT (-131.53602058038942 59.05500464094511),59.055,-131.536,6178.0,R90085,1995,1995-06-11 00:00:00,1995-06-24 01:10:00,Lightning,Northwest Fire Centre
612,POINT (-132.71702054034276 58.733004463734524),58.733000000000004,-132.717,15188.0,R90073,1995,1995-06-11 23:30:00,1995-06-12 21:29:00,Lightning,Northwest Fire Centre
